"screen_id","screen_title","control","control_type","current_implementation","expected_on_click","confirmation_required","permission_gate","data_effect","priority","implementation_note"
"TOD_010","Today Unknown","Open detail/action","primary","PLANNED_REQUIRED","open relevant Fuel/Train/Device destination","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"TOD_010","Today Unknown","Back to Today","secondary","PLANNED_REQUIRED","return Today","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"TOD_010","Today Unknown","Retry/Refresh","button","PLANNED_REQUIRED","refresh Today aggregate","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"TOD_011","Today Offline","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"TOD_011","Today Offline","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"TOD_011","Today Offline","Open detail/action","primary","PLANNED_REQUIRED","open relevant Fuel/Train/Device destination","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"TOD_011","Today Offline","Back to Today","secondary","PLANNED_REQUIRED","return Today","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"TOD_011","Today Offline","Retry/Refresh","button","PLANNED_REQUIRED","refresh Today aggregate","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"TOD_012","Today Stale","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"TOD_012","Today Stale","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"TOD_012","Today Stale","Open detail/action","primary","PLANNED_REQUIRED","open relevant Fuel/Train/Device destination","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"TOD_012","Today Stale","Back to Today","secondary","PLANNED_REQUIRED","return Today","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"TOD_012","Today Stale","Retry/Refresh","button","PLANNED_REQUIRED","refresh Today aggregate","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"CAM_001","Food Camera","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"CAM_001","Food Camera","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"CAM_001","Food Camera","Capture","primary","PLANNED_REQUIRED","capture image then Image Preview","no","CAMERA","create local photo draft","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"CAM_001","Food Camera","Gallery","secondary","PLANNED_REQUIRED","open system Photo Picker","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"CAM_002","Camera Permission","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"CAM_002","Camera Permission","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"CAM_002","Camera Permission","Allow camera","primary","PLANNED_REQUIRED","request camera permission","no","CAMERA","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"CAM_002","Camera Permission","Not now","secondary","PLANNED_REQUIRED","return/manual food path","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"CAM_003","Food Framing","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"CAM_003","Food Framing","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"CAM_003","Food Framing","Capture","primary","PLANNED_REQUIRED","capture image then Image Preview","no","CAMERA","create local photo draft","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"CAM_003","Food Framing","Gallery","secondary","PLANNED_REQUIRED","open system Photo Picker","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"CAM_004","Gallery Picker","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"CAM_004","Gallery Picker","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"CAM_004","Gallery Picker","Select photo","row","PLANNED_REQUIRED","open Image Preview","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"CAM_004","Gallery Picker","Cancel","text","PLANNED_REQUIRED","return to camera/Today","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"CAM_005","Image Preview","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"CAM_005","Image Preview","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"CAM_005","Image Preview","Analyze","primary","PLANNED_REQUIRED","start food analysis","no","network","create analysis job","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"CAM_005","Image Preview","Retake","secondary","PLANNED_REQUIRED","return Camera","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"CAM_006","Checking Image","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"CAM_006","Checking Image","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"CAM_006","Checking Image","Leave and continue later","text","PLANNED_REQUIRED","persist job and return safely","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"CAM_006","Checking Image","Cancel analysis","secondary","PLANNED_REQUIRED","cancel job with draft confirmation","yes","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"CAM_007","Detecting Foods","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"CAM_007","Detecting Foods","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"CAM_007","Detecting Foods","Leave and continue later","text","PLANNED_REQUIRED","persist job and return safely","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"CAM_007","Detecting Foods","Cancel analysis","secondary","PLANNED_REQUIRED","cancel job with draft confirmation","yes","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"CAM_008","Multi Food Detection","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"CAM_008","Multi Food Detection","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"CAM_008","Multi Food Detection","Retry","primary","PLANNED_REQUIRED","retry provider/analysis","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"CAM_008","Multi Food Detection","Manual entry","secondary","PLANNED_REQUIRED","open food search/manual fallback","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"CAM_009","Estimating Portions","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
